"No.","Time","Source","Destination","Protocol","Length","Info"
"1962","458.265533","::1","::1","TCP","86","46718  >  80 [FIN, ACK] Seq=103 Ack=541 Win=65536 Len=0 TSval=1132075566 TSecr=1132075566"
"1963","458.265541","::1","::1","TCP","86","80  >  46718 [FIN, ACK] Seq=541 Ack=104 Win=65536 Len=0 TSval=1132075566 TSecr=1132075566"
"1964","458.265555","::1","::1","TCP","86","46718  >  80 [ACK] Seq=104 Ack=542 Win=65536 Len=0 TSval=1132075566 TSecr=1132075566"
"1965","459.277362","::1","::1","TCP","94","50268  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1132076577 TSecr=0 WS=128"
"1966","459.277380","::1","::1","TCP","94","80  >  50268 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1132076578 TSecr=1132076577 WS=128"
"1967","459.277396","::1","::1","TCP","86","50268  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1132076578 TSecr=1132076578"
"1968","459.277427","::1","::1","HTTP","189","GET /products.php?id=51' AND '1'='1 HTTP/1.1 "
"1969","459.277461","::1","::1","TCP","86","80  >  50268 [ACK] Seq=1 Ack=104 Win=65408 Len=0 TSval=1132076578 TSecr=1132076578"
"1970","459.277651","::1","::1","HTTP","626","HTTP/1.1 400 Bad Request  (text/html)"
"1971","459.277666","::1","::1","TCP","86","50268  >  80 [ACK] Seq=104 Ack=541 Win=65024 Len=0 TSval=1132076578 TSecr=1132076578"
"1972","459.277734","::1","::1","TCP","86","50268  >  80 [FIN, ACK] Seq=104 Ack=541 Win=65536 Len=0 TSval=1132076578 TSecr=1132076578"
"1973","459.277743","::1","::1","TCP","86","80  >  50268 [FIN, ACK] Seq=541 Ack=105 Win=65536 Len=0 TSval=1132076578 TSecr=1132076578"
"1974","459.277757","::1","::1","TCP","86","50268  >  80 [ACK] Seq=105 Ack=542 Win=65536 Len=0 TSval=1132076578 TSecr=1132076578"
"1975","460.279807","127.0.0.1","127.0.0.1","TCP","74","54540  >  20202 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=2287407168 TSecr=0 WS=128"
"1976","460.279826","127.0.0.1","127.0.0.1","TCP","74","20202  >  54540 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=2287407168 TSecr=2287407168 WS=128"
"1977","460.279840","127.0.0.1","127.0.0.1","TCP","66","54540  >  20202 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2287407168 TSecr=2287407168"
"1978","460.280052","127.0.0.1","127.0.0.1","HTTP","430","GET /metrics HTTP/1.1 "
"1979","460.280067","127.0.0.1","127.0.0.1","TCP","66","20202  >  54540 [ACK] Seq=1 Ack=365 Win=65152 Len=0 TSval=2287407168 TSecr=2287407168"
"1980","460.280152","127.0.0.1","127.0.0.1","TCP","170","20202  >  54540 [PSH, ACK] Seq=1 Ack=365 Win=65536 Len=104 TSval=2287407168 TSecr=2287407168 [TCP segment of a reassembled PDU]"
"1981","460.280163","127.0.0.1","127.0.0.1","TCP","66","54540  >  20202 [ACK] Seq=365 Ack=105 Win=65536 Len=0 TSval=2287407168 TSecr=2287407168"
"1982","460.280174","127.0.0.1","127.0.0.1","TCP","109","20202  >  54540 [PSH, ACK] Seq=105 Ack=365 Win=65536 Len=43 TSval=2287407168 TSecr=2287407168 [TCP segment of a reassembled PDU]"
"1983","460.280180","127.0.0.1","127.0.0.1","TCP","66","54540  >  20202 [ACK] Seq=365 Ack=148 Win=65536 Len=0 TSval=2287407168 TSecr=2287407168"
"1984","460.280190","127.0.0.1","127.0.0.1","TCP","72","20202  >  54540 [PSH, ACK] Seq=148 Ack=365 Win=65536 Len=6 TSval=2287407168 TSecr=2287407168 [TCP segment of a reassembled PDU]"
"1985","460.280194","127.0.0.1","127.0.0.1","TCP","66","54540  >  20202 [ACK] Seq=365 Ack=154 Win=65536 Len=0 TSval=2287407168 TSecr=2287407168"
"1986","460.280220","127.0.0.1","127.0.0.1","TCP","23987","20202  >  54540 [PSH, ACK] Seq=154 Ack=365 Win=65536 Len=23921 TSval=2287407168 TSecr=2287407168 [TCP segment of a reassembled PDU]"
"1987","460.280225","127.0.0.1","127.0.0.1","TCP","66","54540  >  20202 [ACK] Seq=365 Ack=24075 Win=52992 Len=0 TSval=2287407168 TSecr=2287407168"
"1988","460.280234","127.0.0.1","127.0.0.1","TCP","68","20202  >  54540 [PSH, ACK] Seq=24075 Ack=365 Win=65536 Len=2 TSval=2287407168 TSecr=2287407168 [TCP segment of a reassembled PDU]"
"1989","460.280238","127.0.0.1","127.0.0.1","TCP","66","54540  >  20202 [ACK] Seq=365 Ack=24077 Win=52992 Len=0 TSval=2287407168 TSecr=2287407168"
"1990","460.280251","127.0.0.1","127.0.0.1","HTTP","71","HTTP/1.1 200 OK  (text/plain)"
"1991","460.280254","127.0.0.1","127.0.0.1","TCP","66","54540  >  20202 [ACK] Seq=365 Ack=24082 Win=52992 Len=0 TSval=2287407168 TSecr=2287407168"
"1992","461.289768","::1","::1","TCP","94","50276  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1132078590 TSecr=0 WS=128"
"1993","461.289791","::1","::1","TCP","94","80  >  50276 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1132078590 TSecr=1132078590 WS=128"
"1994","461.289804","::1","::1","TCP","86","50276  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1132078590 TSecr=1132078590"
"1995","461.289834","::1","::1","HTTP","217","GET /search.php?q=' UNION SELECT username,password FROM users-- HTTP/1.1 "
"1996","461.289866","::1","::1","TCP","86","80  >  50276 [ACK] Seq=1 Ack=132 Win=65408 Len=0 TSval=1132078590 TSecr=1132078590"
"1997","461.290041","::1","::1","HTTP","626","HTTP/1.1 400 Bad Request  (text/html)"
"1998","461.290053","::1","::1","TCP","86","50276  >  80 [ACK] Seq=132 Ack=541 Win=65024 Len=0 TSval=1132078590 TSecr=1132078590"
"1999","461.290124","::1","::1","TCP","86","80  >  50276 [FIN, ACK] Seq=541 Ack=132 Win=65536 Len=0 TSval=1132078590 TSecr=1132078590"
"2000","461.290125","::1","::1","TCP","86","50276  >  80 [FIN, ACK] Seq=132 Ack=541 Win=65536 Len=0 TSval=1132078590 TSecr=1132078590"
"2001","461.290132","::1","::1","TCP","86","50276  >  80 [ACK] Seq=133 Ack=542 Win=65536 Len=0 TSval=1132078590 TSecr=1132078590"
"2002","461.290132","::1","::1","TCP","86","80  >  50276 [ACK] Seq=542 Ack=133 Win=65536 Len=0 TSval=1132078590 TSecr=1132078590"
"2003","463.302301","::1","::1","TCP","94","50278  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1132080602 TSecr=0 WS=128"
"2004","463.302322","::1","::1","TCP","94","80  >  50278 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1132080602 TSecr=1132080602 WS=128"
"2005","463.302337","::1","::1","TCP","86","50278  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1132080602 TSecr=1132080602"
"2006","463.302370","::1","::1","HTTP","230","GET /search.php?q=' UNION SELECT table_name FROM information_schema.tables-- HTTP/1.1 "
"2007","463.302405","::1","::1","TCP","86","80  >  50278 [ACK] Seq=1 Ack=145 Win=65408 Len=0 TSval=1132080603 TSecr=1132080603"
"2008","463.302588","::1","::1","HTTP","626","HTTP/1.1 400 Bad Request  (text/html)"
"2009","463.302603","::1","::1","TCP","86","50278  >  80 [ACK] Seq=145 Ack=541 Win=65024 Len=0 TSval=1132080603 TSecr=1132080603"
"2010","463.302671","::1","::1","TCP","86","50278  >  80 [FIN, ACK] Seq=145 Ack=541 Win=65536 Len=0 TSval=1132080603 TSecr=1132080603"
"2011","463.302671","::1","::1","TCP","86","80  >  50278 [FIN, ACK] Seq=541 Ack=145 Win=65536 Len=0 TSval=1132080603 TSecr=1132080603"
"2012","463.302678","::1","::1","TCP","86","80  >  50278 [ACK] Seq=542 Ack=146 Win=65536 Len=0 TSval=1132080603 TSecr=1132080603"
"2013","463.302679","::1","::1","TCP","86","50278  >  80 [ACK] Seq=146 Ack=542 Win=65536 Len=0 TSval=1132080603 TSecr=1132080603"
"2014","467.315119","::1","::1","TCP","94","50292  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1132084615 TSecr=0 WS=128"
"2015","467.315137","::1","::1","TCP","94","80  >  50292 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1132084615 TSecr=1132084615 WS=128"
"2016","467.315152","::1","::1","TCP","86","50292  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1132084615 TSecr=1132084615"
"2017","467.315186","::1","::1","HTTP","188","GET /search.php?q=' AND SLEEP(2)-- HTTP/1.1 "
"2018","467.315222","::1","::1","TCP","86","80  >  50292 [ACK] Seq=1 Ack=103 Win=65408 Len=0 TSval=1132084615 TSecr=1132084615"
"2019","467.315428","::1","::1","HTTP","626","HTTP/1.1 400 Bad Request  (text/html)"
"2020","467.315441","::1","::1","TCP","86","50292  >  80 [ACK] Seq=103 Ack=541 Win=65024 Len=0 TSval=1132084616 TSecr=1132084616"
"2021","467.315504","::1","::1","TCP","86","50292  >  80 [FIN, ACK] Seq=103 Ack=541 Win=65536 Len=0 TSval=1132084616 TSecr=1132084616"
"2022","467.315518","::1","::1","TCP","86","80  >  50292 [FIN, ACK] Seq=541 Ack=104 Win=65536 Len=0 TSval=1132084616 TSecr=1132084616"
"2023","467.315533","::1","::1","TCP","86","50292  >  80 [ACK] Seq=104 Ack=542 Win=65536 Len=0 TSval=1132084616 TSecr=1132084616"
"2024","471.327867","::1","::1","TCP","94","51250  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1132088628 TSecr=0 WS=128"
"2025","471.327884","::1","::1","TCP","94","80  >  51250 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1132088628 TSecr=1132088628 WS=128"
"2026","471.327900","::1","::1","TCP","86","51250  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1132088628 TSecr=1132088628"
"2027","471.327933","::1","::1","HTTP","193","GET /search.php?q='; DROP TABLE users-- HTTP/1.1 "
"2028","471.327965","::1","::1","TCP","86","80  >  51250 [ACK] Seq=1 Ack=108 Win=65408 Len=0 TSval=1132088628 TSecr=1132088628"
"2029","471.328144","::1","::1","HTTP","626","HTTP/1.1 400 Bad Request  (text/html)"
"2030","471.328157","::1","::1","TCP","86","51250  >  80 [ACK] Seq=108 Ack=541 Win=65024 Len=0 TSval=1132088628 TSecr=1132088628"
"2031","471.328226","::1","::1","TCP","86","51250  >  80 [FIN, ACK] Seq=108 Ack=541 Win=65536 Len=0 TSval=1132088628 TSecr=1132088628"
"2032","471.328234","::1","::1","TCP","86","80  >  51250 [FIN, ACK] Seq=541 Ack=109 Win=65536 Len=0 TSval=1132088628 TSecr=1132088628"
"2033","471.328248","::1","::1","TCP","86","51250  >  80 [ACK] Seq=109 Ack=542 Win=65536 Len=0 TSval=1132088628 TSecr=1132088628"
"2034","471.419494","127.0.0.1","127.0.0.1","TCP","66","[TCP Keep-Alive] 20201  >  45674 [ACK] Seq=30283 Ack=2913 Win=512 Len=0 TSval=2287418308 TSecr=2287403204"
"2035","471.419494","127.0.0.1","127.0.0.1","TCP","66","[TCP Keep-Alive] 45674  >  20201 [ACK] Seq=2912 Ack=30284 Win=512 Len=0 TSval=2287418308 TSecr=2287403204"
"2036","471.419510","127.0.0.1","127.0.0.1","TCP","66","[TCP Keep-Alive ACK] 45674  >  20201 [ACK] Seq=2913 Ack=30284 Win=512 Len=0 TSval=2287418308 TSecr=2287403204"
"2037","471.419511","127.0.0.1","127.0.0.1","TCP","66","[TCP Dup ACK 1832#2] 20201  >  45674 [ACK] Seq=30284 Ack=2913 Win=512 Len=0 TSval=2287418308 TSecr=2287403204"
"2038","475.341164","::1","::1","TCP","94","51266  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1132092641 TSecr=0 WS=128"
"2039","475.341182","::1","::1","TCP","94","80  >  51266 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1132092641 TSecr=1132092641 WS=128"
"2040","475.341199","::1","::1","TCP","86","51266  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1132092641 TSecr=1132092641"
"2041","475.341232","::1","::1","HTTP","171","GET /products.php HTTP/1.1 "
"2042","475.341271","::1","::1","TCP","86","80  >  51266 [ACK] Seq=1 Ack=86 Win=65408 Len=0 TSval=1132092641 TSecr=1132092641"
"2043","475.341555","::1","::1","HTTP","531","HTTP/1.1 200 OK "
"2044","475.341571","::1","::1","TCP","86","51266  >  80 [ACK] Seq=86 Ack=446 Win=65152 Len=0 TSval=1132092642 TSecr=1132092642"
"2045","475.341694","::1","::1","TCP","86","51266  >  80 [FIN, ACK] Seq=86 Ack=446 Win=65536 Len=0 TSval=1132092642 TSecr=1132092642"
"2046","475.341736","::1","::1","TCP","86","80  >  51266 [FIN, ACK] Seq=446 Ack=87 Win=65536 Len=0 TSval=1132092642 TSecr=1132092642"
"2047","475.341754","::1","::1","TCP","86","51266  >  80 [ACK] Seq=87 Ack=447 Win=65536 Len=0 TSval=1132092642 TSecr=1132092642"
"2048","475.515490","127.0.0.1","127.0.0.1","TCP","66","[TCP Keep-Alive] 54540  >  20202 [ACK] Seq=364 Ack=24082 Win=65536 Len=0 TSval=2287422404 TSecr=2287407168"
"2049","475.515508","127.0.0.1","127.0.0.1","TCP","66","[TCP Keep-Alive ACK] 20202  >  54540 [ACK] Seq=24082 Ack=365 Win=65536 Len=0 TSval=2287422404 TSecr=2287407168"
"2050","480.356910","::1","::1","TCP","94","35672  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1132097657 TSecr=0 WS=128"
"2051","480.356928","::1","::1","TCP","94","80  >  35672 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1132097657 TSecr=1132097657 WS=128"
"2052","480.356943","::1","::1","TCP","86","35672  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1132097657 TSecr=1132097657"
"2053","480.356975","::1","::1","HTTP","277","POST /comment.php HTTP/1.1  (application/x-www-form-urlencoded)"
"2054","480.357009","::1","::1","TCP","86","80  >  35672 [ACK] Seq=1 Ack=192 Win=65280 Len=0 TSval=1132097657 TSecr=1132097657"
"2055","480.357289","::1","::1","HTTP","518","HTTP/1.1 404 Not Found  (text/html)"
"2056","480.357305","::1","::1","TCP","86","35672  >  80 [ACK] Seq=192 Ack=433 Win=65152 Len=0 TSval=1132097657 TSecr=1132097657"
"2057","480.357402","::1","::1","TCP","86","35672  >  80 [FIN, ACK] Seq=192 Ack=433 Win=65536 Len=0 TSval=1132097658 TSecr=1132097657"
"2058","480.357444","::1","::1","TCP","86","80  >  35672 [FIN, ACK] Seq=433 Ack=193 Win=65536 Len=0 TSval=1132097658 TSecr=1132097658"
"2059","480.357458","::1","::1","TCP","86","35672  >  80 [ACK] Seq=193 Ack=434 Win=65536 Len=0 TSval=1132097658 TSecr=1132097658"
"2060","482.369396","::1","::1","TCP","94","35686  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1132099670 TSecr=0 WS=128"
"2061","482.369413","::1","::1","TCP","94","80  >  35686 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1132099670 TSecr=1132099670 WS=128"
"2062","482.369427","::1","::1","TCP","86","35686  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1132099670 TSecr=1132099670"
"2063","482.369459","::1","::1","HTTP","287","POST /comment.php HTTP/1.1  (application/x-www-form-urlencoded)"
"2064","482.369492","::1","::1","TCP","86","80  >  35686 [ACK] Seq=1 Ack=202 Win=65280 Len=0 TSval=1132099670 TSecr=1132099670"
"2065","482.369767","::1","::1","HTTP","518","HTTP/1.1 404 Not Found  (text/html)"
"2066","482.369781","::1","::1","TCP","86","35686  >  80 [ACK] Seq=202 Ack=433 Win=65152 Len=0 TSval=1132099670 TSecr=1132099670"
"2067","482.369882","::1","::1","TCP","86","35686  >  80 [FIN, ACK] Seq=202 Ack=433 Win=65536 Len=0 TSval=1132099670 TSecr=1132099670"
"2068","482.369954","::1","::1","TCP","86","80  >  35686 [FIN, ACK] Seq=433 Ack=203 Win=65536 Len=0 TSval=1132099670 TSecr=1132099670"
"2069","482.369970","::1","::1","TCP","86","35686  >  80 [ACK] Seq=203 Ack=434 Win=65536 Len=0 TSval=1132099670 TSecr=1132099670"
"2070","484.382417","::1","::1","TCP","94","35694  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1132101683 TSecr=0 WS=128"
"2071","484.382435","::1","::1","TCP","94","80  >  35694 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1132101683 TSecr=1132101683 WS=128"
"2072","484.382451","::1","::1","TCP","86","35694  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1132101683 TSecr=1132101683"
"2073","484.382486","::1","::1","HTTP","294","POST /comment.php HTTP/1.1  (application/x-www-form-urlencoded)"
"2074","484.382521","::1","::1","TCP","86","80  >  35694 [ACK] Seq=1 Ack=209 Win=65280 Len=0 TSval=1132101683 TSecr=1132101683"
"2075","484.382813","::1","::1","HTTP","518","HTTP/1.1 404 Not Found  (text/html)"
"2076","484.382828","::1","::1","TCP","86","35694  >  80 [ACK] Seq=209 Ack=433 Win=65152 Len=0 TSval=1132101683 TSecr=1132101683"
"2077","484.382952","::1","::1","TCP","86","35694  >  80 [FIN, ACK] Seq=209 Ack=433 Win=65536 Len=0 TSval=1132101683 TSecr=1132101683"
"2078","484.383037","::1","::1","TCP","86","80  >  35694 [FIN, ACK] Seq=433 Ack=210 Win=65536 Len=0 TSval=1132101683 TSecr=1132101683"
"2079","484.383061","::1","::1","TCP","86","35694  >  80 [ACK] Seq=210 Ack=434 Win=65536 Len=0 TSval=1132101683 TSecr=1132101683"
"2080","485.398123","::1","::1","TCP","94","35696  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1132102698 TSecr=0 WS=128"
"2081","485.398141","::1","::1","TCP","94","80  >  35696 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1132102698 TSecr=1132102698 WS=128"
"2082","485.398157","::1","::1","TCP","86","35696  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1132102698 TSecr=1132102698"
"2083","485.398192","::1","::1","HTTP","200","GET /search.php?q=<img src=x onerror=alert(1)> HTTP/1.1 "
"2084","485.398229","::1","::1","TCP","86","80  >  35696 [ACK] Seq=1 Ack=115 Win=65408 Len=0 TSval=1132102698 TSecr=1132102698"
"2085","485.398417","::1","::1","HTTP","626","HTTP/1.1 400 Bad Request  (text/html)"
"2086","485.398431","::1","::1","TCP","86","35696  >  80 [ACK] Seq=115 Ack=541 Win=65024 Len=0 TSval=1132102699 TSecr=1132102699"
"2087","485.398505","::1","::1","TCP","86","35696  >  80 [FIN, ACK] Seq=115 Ack=541 Win=65536 Len=0 TSval=1132102699 TSecr=1132102699"
"2088","485.398534","::1","::1","TCP","86","80  >  35696 [FIN, ACK] Seq=541 Ack=116 Win=65536 Len=0 TSval=1132102699 TSecr=1132102699"
"2089","485.398549","::1","::1","TCP","86","35696  >  80 [ACK] Seq=116 Ack=542 Win=65536 Len=0 TSval=1132102699 TSecr=1132102699"
"2090","486.101760","127.0.0.1","127.0.0.1","HTTP","430","GET /metrics HTTP/1.1 "
"2091","486.109231","127.0.0.1","127.0.0.1","HTTP","3857","HTTP/1.1 200 OK  (text/plain)"
"2092","486.109277","127.0.0.1","127.0.0.1","TCP","66","45674  >  20201 [ACK] Seq=3277 Ack=34075 Win=493 Len=0 TSval=2287432997 TSecr=2287432997"
"2093","486.413579","::1","::1","TCP","94","35700  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1132103714 TSecr=0 WS=128"
"2094","486.413597","::1","::1","TCP","94","80  >  35700 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1132103714 TSecr=1132103714 WS=128"
"2095","486.413633","::1","::1","TCP","86","35700  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1132103714 TSecr=1132103714"
"2096","486.413669","::1","::1","HTTP","193","GET /search.php?q=<svg onload=alert(1)> HTTP/1.1 "
"2097","486.413703","::1","::1","TCP","86","80  >  35700 [ACK] Seq=1 Ack=108 Win=65408 Len=0 TSval=1132103714 TSecr=1132103714"
"2098","486.413892","::1","::1","HTTP","626","HTTP/1.1 400 Bad Request  (text/html)"
"2099","486.413906","::1","::1","TCP","86","35700  >  80 [ACK] Seq=108 Ack=541 Win=65024 Len=0 TSval=1132103714 TSecr=1132103714"
"2100","486.413969","::1","::1","TCP","86","35700  >  80 [FIN, ACK] Seq=108 Ack=541 Win=65536 Len=0 TSval=1132103714 TSecr=1132103714"
"2101","486.413983","::1","::1","TCP","86","80  >  35700 [FIN, ACK] Seq=541 Ack=109 Win=65536 Len=0 TSval=1132103714 TSecr=1132103714"
"2102","486.413996","::1","::1","TCP","86","35700  >  80 [ACK] Seq=109 Ack=542 Win=65536 Len=0 TSval=1132103714 TSecr=1132103714"
"2103","486.547654","127.0.0.1","127.0.0.1","TCP","66","20202  >  54540 [FIN, ACK] Seq=24082 Ack=365 Win=65536 Len=0 TSval=2287433436 TSecr=2287407168"
"2104","486.548052","127.0.0.1","127.0.0.1","TCP","66","54540  >  20202 [FIN, ACK] Seq=365 Ack=24083 Win=65536 Len=0 TSval=2287433436 TSecr=2287433436"
"2105","486.548111","127.0.0.1","127.0.0.1","TCP","66","20202  >  54540 [ACK] Seq=24083 Ack=366 Win=65536 Len=0 TSval=2287433436 TSecr=2287433436"
"2106","487.426774","::1","::1","TCP","94","35714  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1132104727 TSecr=0 WS=128"
"2107","487.426792","::1","::1","TCP","94","80  >  35714 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1132104727 TSecr=1132104727 WS=128"
"2108","487.426808","::1","::1","TCP","86","35714  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1132104727 TSecr=1132104727"
"2109","487.426842","::1","::1","HTTP","204","GET /search.php?q=<iframe src=javascript:alert(1)> HTTP/1.1 "
"2110","487.426878","::1","::1","TCP","86","80  >  35714 [ACK] Seq=1 Ack=119 Win=65408 Len=0 TSval=1132104727 TSecr=1132104727"
"2111","487.427079","::1","::1","HTTP","626","HTTP/1.1 400 Bad Request  (text/html)"
"2112","487.427091","::1","::1","TCP","86","35714  >  80 [ACK] Seq=119 Ack=541 Win=65024 Len=0 TSval=1132104727 TSecr=1132104727"
"2113","487.427159","::1","::1","TCP","86","35714  >  80 [FIN, ACK] Seq=119 Ack=541 Win=65536 Len=0 TSval=1132104727 TSecr=1132104727"
"2114","487.427164","::1","::1","TCP","86","80  >  35714 [FIN, ACK] Seq=541 Ack=119 Win=65536 Len=0 TSval=1132104727 TSecr=1132104727"
"2115","487.427169","::1","::1","TCP","86","35714  >  80 [ACK] Seq=120 Ack=542 Win=65536 Len=0 TSval=1132104727 TSecr=1132104727"
"2116","487.427176","::1","::1","TCP","86","80  >  35714 [ACK] Seq=542 Ack=120 Win=65536 Len=0 TSval=1132104727 TSecr=1132104727"
"2117","488.441662","::1","::1","TCP","94","35730  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1132105742 TSecr=0 WS=128"
"2118","488.441680","::1","::1","TCP","94","80  >  35730 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1132105742 TSecr=1132105742 WS=128"
"2119","488.441696","::1","::1","TCP","86","35730  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1132105742 TSecr=1132105742"
"2120","488.441730","::1","::1","HTTP","198","GET /search.php?q=<body onload=alert('XSS')> HTTP/1.1 "
"2121","488.441766","::1","::1","TCP","86","80  >  35730 [ACK] Seq=1 Ack=113 Win=65408 Len=0 TSval=1132105742 TSecr=1132105742"
"2122","488.441957","::1","::1","HTTP","626","HTTP/1.1 400 Bad Request  (text/html)"
"2123","488.441971","::1","::1","TCP","86","35730  >  80 [ACK] Seq=113 Ack=541 Win=65024 Len=0 TSval=1132105742 TSecr=1132105742"
"2124","488.442035","::1","::1","TCP","86","35730  >  80 [FIN, ACK] Seq=113 Ack=541 Win=65536 Len=0 TSval=1132105742 TSecr=1132105742"
"2125","488.442045","::1","::1","TCP","86","80  >  35730 [FIN, ACK] Seq=541 Ack=114 Win=65536 Len=0 TSval=1132105742 TSecr=1132105742"
"2126","488.442061","::1","::1","TCP","86","35730  >  80 [ACK] Seq=114 Ack=542 Win=65536 Len=0 TSval=1132105742 TSecr=1132105742"
"2127","490.459931","::1","::1","TCP","94","43962  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1132107760 TSecr=0 WS=128"
"2128","490.459948","::1","::1","TCP","94","80  >  43962 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1132107760 TSecr=1132107760 WS=128"
"2129","490.459963","::1","::1","TCP","86","43962  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1132107760 TSecr=1132107760"
"2130","490.459997","::1","::1","HTTP","206","GET /search.php?q=<input onfocus=alert(1) autofocus> HTTP/1.1 "
"2131","490.460033","::1","::1","TCP","86","80  >  43962 [ACK] Seq=1 Ack=121 Win=65408 Len=0 TSval=1132107760 TSecr=1132107760"
"2132","490.460218","::1","::1","HTTP","626","HTTP/1.1 400 Bad Request  (text/html)"
"2133","490.460234","::1","::1","TCP","86","43962  >  80 [ACK] Seq=121 Ack=541 Win=65024 Len=0 TSval=1132107760 TSecr=1132107760"
"2134","490.460296","::1","::1","TCP","86","43962  >  80 [FIN, ACK] Seq=121 Ack=541 Win=65536 Len=0 TSval=1132107760 TSecr=1132107760"
"2135","490.460308","::1","::1","TCP","86","80  >  43962 [FIN, ACK] Seq=541 Ack=122 Win=65536 Len=0 TSval=1132107760 TSecr=1132107760"
"2136","490.460322","::1","::1","TCP","86","43962  >  80 [ACK] Seq=122 Ack=542 Win=65536 Len=0 TSval=1132107760 TSecr=1132107760"
"2137","492.480601","::1","::1","TCP","94","43968  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1132109781 TSecr=0 WS=128"
"2138","492.480628","::1","::1","TCP","94","80  >  43968 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1132109781 TSecr=1132109781 WS=128"
"2139","492.480645","::1","::1","TCP","86","43968  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1132109781 TSecr=1132109781"
"2140","492.480692","::1","::1","HTTP","199","GET /download.php?file=../../../../etc/passwd HTTP/1.1 "
"2141","492.480732","::1","::1","TCP","86","80  >  43968 [ACK] Seq=1 Ack=114 Win=65408 Len=0 TSval=1132109781 TSecr=1132109781"
